How long will it take to drive from Chicago to Mississippi	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL 6 7 ] [SL:SOURCE 8 9 ] [SL:DESTINATION 10 11 ] ]
How long will it take me to get from Downtown to Loyola while the Chicago Marathon is going on ?	[IN:GET_ESTIMATED_DURATION [SL:SOURCE 9 10 ] [SL:DESTINATION 11 12 ] ]
What is the shortest route from Washington to Montana	[IN:GET_DIRECTIONS [SL:SOURCE 6 7 ] [SL:DESTINATION 8 9 ] ]
Family events in Hollywood this weekend	[IN:GET_EVENT [SL:ATTRIBUTE_EVENT 0 1 ] [SL:LOCATION 3 4 ] [SL:DATE_TIME 4 6 ] ]
Things to do in Burbank this week	[IN:GET_EVENT [SL:LOCATION 4 5 ] [SL:DATE_TIME 5 7 ] ]
Is there any flooding on my route home ?	[IN:GET_INFO_ROAD_CONDITION [SL:ROAD_CONDITION 2 4 ] [SL:DESTINATION [IN:GET_LOCATION_HOME ] ] ]
How is the traffic in Batavia , NY right now	[IN:GET_INFO_TRAFFIC [SL:LOCATION 5 8 ] [SL:DATE_TIME 8 10 ] ]
Things to do in Kansas City this weekend	[IN:GET_EVENT [SL:LOCATION 4 6 ] [SL:DATE_TIME 6 8 ] ]
if the meeting starts at 9 am what time will i have to leave my mom ; s home	[IN:GET_ESTIMATED_DEPARTURE [SL:DESTINATION [IN:GET_EVENT [SL:CATEGORY_EVENT 1 3 ] [SL:DATE_TIME 4 7 ] ] ] [SL:SOURCE [IN:GET_LOCATION_HOME [SL:CONTACT_RELATED 14 15 ] [SL:TYPE_RELATION 15 16 ] ] ] ]
Were there any accidents	[IN:GET_INFO_TRAFFIC ]
Anything exciting in my neighborhood this weekend	[IN:GET_EVENT [SL:LOCATION [IN:GET_LOCATION_HOME [SL:CONTACT 3 4 ] ] ] [SL:DATE_TIME 5 7 ] ]
when is the annual locust grove community yard sale	[IN:GET_EVENT [SL:LOCATION 4 6 ] [SL:CATEGORY_EVENT 6 9 ] ]
what is the traffic like on my route to work	[IN:GET_INFO_TRAFFIC [SL:DESTINATION [IN:GET_LOCATION_WORK ] ] ]
Is traffic heavy on Main street	[IN:GET_INFO_TRAFFIC [SL:LOCATION 4 6 ] ]
What is the traffic like between Waltham , MA and Amherst , MA	[IN:GET_INFO_TRAFFIC [SL:SOURCE 6 9 ] [SL:DESTINATION 10 13 ] ]
how far is Rome from London	[IN:GET_DISTANCE [SL:DESTINATION 3 4 ] [SL:SOURCE 5 6 ] ]
What 's the traffic going to be like in an hour	[IN:GET_INFO_TRAFFIC [SL:DATE_TIME 8 11 ] ]
What does the singles nightlife look like today	[IN:GET_EVENT [SL:CATEGORY_EVENT 3 5 ] [SL:DATE_TIME 7 8 ] ]
how many miles to california	[IN:GET_DISTANCE [SL:UNIT_DISTANCE 2 3 ] [SL:DESTINATION 4 5 ] ]
Is traffic heavy near Los Angeles	[IN:GET_INFO_TRAFFIC [SL:LOCATION [IN:GET_LOCATION [SL:SEARCH_RADIUS 3 4 ] [SL:LOCATION 4 6 ] ] ] ]
How long does it take to drive to San Diego ?	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL 6 7 ] [SL:DESTINATION 8 10 ] ]
What are things to do in Epcot with family on New Year 's eve	[IN:GET_EVENT [SL:LOCATION [IN:GET_LOCATION [SL:POINT_ON_MAP 6 7 ] ] ] [SL:ATTRIBUTE_EVENT 8 9 ] [SL:DATE_TIME 9 14 ] ]
How long will my drive to school be	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL 4 5 ] [SL:DESTINATION [IN:GET_LOCATION_SCHOOL ] ] ]
How much time do I need to allow to get home	[IN:GET_ESTIMATED_DURATION [SL:DESTINATION [IN:GET_LOCATION_HOME ] ] ]
Any construction delays	[IN:GET_INFO_TRAFFIC ]
what is the best way to go to progressive field	[IN:GET_DIRECTIONS [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP 8 10 ] ] ] ]
maple syrup festivals near me	[IN:GET_EVENT [SL:CATEGORY_EVENT 0 3 ] [SL:LOCATION [IN:GET_LOCATION [SL:SEARCH_RADIUS 3 4 ] [SL:LOCATION_USER 4 5 ] ] ] ]
Concerts at the Hard Rock Casino next month in Biloxi	[IN:GET_EVENT [SL:CATEGORY_EVENT 0 1 ] [SL:LOCATION [IN:GET_LOCATION [SL:POINT_ON_MAP 2 6 ] ] ] [SL:DATE_TIME 6 8 ] [SL:LOCATION 9 10 ] ]
is there any gas station on road 50 to ismaelia ?	[IN:GET_INFO_ROUTE [SL:WAYPOINT 2 5 ] [SL:PATH 6 8 ] [SL:DESTINATION 9 10 ] ]
HOW LONG WILL MY DRIVE BE HOME	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL 4 5 ] [SL:DESTINATION [IN:GET_LOCATION_HOME ] ] ]
concerts in Auburn Hills this weekend	[IN:GET_EVENT [SL:CATEGORY_EVENT 0 1 ] [SL:LOCATION 2 4 ] [SL:DATE_TIME 4 6 ] ]
can i get to Nasr City by 7 pm with the current traffic condition ?	[IN:GET_ESTIMATED_ARRIVAL [SL:DESTINATION 4 6 ] [SL:DATE_TIME_ARRIVAL 6 9 ] ]
I need traffic information	[IN:GET_INFO_TRAFFIC ]
traffic in washington dc	[IN:GET_INFO_TRAFFIC [SL:LOCATION 2 4 ] ]
Anything happening this weekend	[IN:GET_EVENT [SL:DATE_TIME 2 4 ] ]
are there any concerts on Thursday night	[IN:GET_EVENT [SL:CATEGORY_EVENT 3 4 ] [SL:DATE_TIME 4 7 ] ]
Can I make it to my 6 pm meeting if I leave now and don't take I - 65 ?	[IN:GET_ESTIMATED_ARRIVAL [SL:DESTINATION [IN:GET_EVENT [SL:ORGANIZER_EVENT 5 6 ] [SL:DATE_TIME 6 8 ] [SL:CATEGORY_EVENT 8 9 ] ] ] [SL:DATE_TIME_DEPARTURE 12 13 ] [SL:PATH_AVOID 16 19 ] ]
traffic update please	[IN:GET_INFO_TRAFFIC ]
how long does it take to drive from house to school	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL 6 7 ] [SL:SOURCE [IN:GET_LOCATION_HOME ] ] [SL:DESTINATION [IN:GET_LOCATION_SCHOOL ] ] ]
Are there any parades in my area this weekend	[IN:GET_EVENT [SL:CATEGORY_EVENT 3 4 ] [SL:LOCATION [IN:GET_LOCATION [SL:LOCATION_USER 5 7 ] ] ] [SL:DATE_TIME 7 9 ] ]
How long will it take me to get from Panama City , FL to Atlanta	[IN:GET_ESTIMATED_DURATION [SL:SOURCE 9 13 ] [SL:DESTINATION 14 15 ] ]
Directions to the skating rink near the airport ?	[IN:GET_DIRECTIONS [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION 2 5 ] [SL:LOCATION_MODIFIER [IN:GET_LOCATION [SL:SEARCH_RADIUS 5 6 ] [SL:CATEGORY_LOCATION 6 8 ] ] ] ] ] ]
Local wine tasting events	[IN:GET_EVENT [SL:ATTRIBUTE_EVENT 0 1 ] [SL:CATEGORY_EVENT 1 4 ] ]
Where is the accident ahead	[IN:GET_INFO_TRAFFIC [SL:LOCATION [IN:GET_LOCATION [SL:LOCATION_MODIFIER 4 5 ] ] ] ]
Are there any road closures causing traffic on my way to work	[IN:GET_INFO_TRAFFIC [SL:DESTINATION [IN:GET_LOCATION_WORK ] ] ]
is Beyonce performing this holidays	[IN:GET_EVENT [SL:NAME_EVENT 1 2 ] [SL:CATEGORY_EVENT 2 3 ] [SL:DATE_TIME 3 5 ] ]
Get the time to Keelung using Expressway 1	[IN:GET_ESTIMATED_DURATION [SL:DESTINATION 4 5 ] [SL:PATH 6 8 ] ]
Music Concerts in Minneapolis	[IN:GET_EVENT [SL:CATEGORY_EVENT 0 2 ] [SL:LOCATION 3 4 ] ]
Leaving at 4 am will get me to the train station at what time ?	[IN:GET_ESTIMATED_ARRIVAL [SL:DATE_TIME_DEPARTURE 1 4 ] [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION 8 11 ] ] ] ]
How long before I reach home	[IN:GET_ESTIMATED_DURATION [SL:DESTINATION [IN:GET_LOCATION_HOME ] ] ]
Concerts for children near me	[IN:GET_EVENT [SL:CATEGORY_EVENT 0 1 ] [SL:ATTRIBUTE_EVENT 2 3 ] [SL:LOCATION [IN:GET_LOCATION [SL:SEARCH_RADIUS 3 4 ] [SL:LOCATION_USER 4 5 ] ] ] ]
If I leave here at 3 pm , when will I get to Cincinnati ?	[IN:GET_ESTIMATED_ARRIVAL [SL:SOURCE [IN:GET_LOCATION [SL:LOCATION_USER 3 4 ] ] ] [SL:DATE_TIME_DEPARTURE 4 7 ] [SL:DESTINATION 13 14 ] ]
where is the least amount of traffic	[IN:GET_INFO_TRAFFIC [SL:OBSTRUCTION_AVOID 6 7 ] ]
Springfest in ocean City md next week	[IN:GET_EVENT [SL:CATEGORY_EVENT 0 1 ] [SL:LOCATION 2 5 ] [SL:DATE_TIME 5 7 ] ]
Tell me traffic route in Lake George , NY	[IN:GET_INFO_TRAFFIC [SL:LOCATION 5 9 ] ]
traveling to Portland , what 's some free events for the Holidays next week	[IN:GET_EVENT [SL:LOCATION 2 3 ] [SL:ATTRIBUTE_EVENT 7 8 ] [SL:DATE_TIME 10 14 ] ]
How long will it take to drive to Chicago with current traffic conditions	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL 6 7 ] [SL:DESTINATION 8 9 ] ]
How far is San Francisco from Berkeley	[IN:GET_DISTANCE [SL:DESTINATION 3 5 ] [SL:SOURCE 6 7 ] ]
why aren't we moving on the freeway	[IN:GET_INFO_TRAFFIC [SL:LOCATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION 5 7 ] ] ] ]
When is the All Souls Procession next year	[IN:GET_EVENT [SL:CATEGORY_EVENT 2 6 ] [SL:DATE_TIME 6 8 ] ]
Are there traffic problems today	[IN:GET_INFO_TRAFFIC [SL:DATE_TIME 4 5 ] ]
Lincoln Zoo holiday events this weekend	[IN:GET_EVENT [SL:LOCATION [IN:GET_LOCATION [SL:POINT_ON_MAP 0 2 ] ] ] [SL:CATEGORY_EVENT 2 4 ] [SL:DATE_TIME 4 6 ] ]
I need to know what traffic is like in Portland	[IN:GET_INFO_TRAFFIC [SL:LOCATION 9 10 ] ]
At what time would I arrive if I left now to go to work via the 405 ?	[IN:GET_ESTIMATED_ARRIVAL [SL:DATE_TIME_DEPARTURE 9 10 ] [SL:DESTINATION [IN:GET_LOCATION_WORK ] ] [SL:PATH 15 17 ] ]
How long will it take me to drive to Milwaukee from my house	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL 7 8 ] [SL:DESTINATION 9 10 ] [SL:SOURCE [IN:GET_LOCATION_HOME [SL:CONTACT 11 12 ] ] ] ]
Christmas program events this weekend	[IN:GET_EVENT [SL:DATE_TIME 0 1 ] [SL:CATEGORY_EVENT 1 2 ] [SL:DATE_TIME 3 5 ] ]
is the weather bad going to the park	[IN:GET_INFO_ROAD_CONDITION [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION 6 8 ] ] ] ]
What is the traffic forecast for tomorrow for NYC	[IN:GET_INFO_TRAFFIC [SL:DATE_TIME 5 7 ] [SL:LOCATION 8 9 ] ]
What 's the next music festival happening in Oregon	[IN:GET_EVENT [SL:ORDINAL 3 4 ] [SL:CATEGORY_EVENT 4 6 ] [SL:LOCATION 8 9 ] ]
How long will it take me to drive from Dallas to Fort Worth	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL 7 8 ] [SL:SOURCE 9 10 ] [SL:DESTINATION 11 13 ] ]
WHAT TIME DOES THE BEER FESTIVAL START THIS WEEKEND IN GRAND RAPIDS	[IN:GET_EVENT [SL:CATEGORY_EVENT 3 6 ] [SL:DATE_TIME 7 9 ] [SL:LOCATION 10 12 ] ]
Take me to the closest forest preserve	[IN:GET_DIRECTIONS [SL:DESTINATION [IN:GET_LOCATION [SL:LOCATION_MODIFIER 4 5 ] [SL:CATEGORY_LOCATION 5 7 ] ] ] ]
Garth brooks concerts next month	[IN:GET_EVENT [SL:NAME_EVENT 0 2 ] [SL:CATEGORY_EVENT 2 3 ] [SL:DATE_TIME 3 5 ] ]
Get the time from ShinKong Mitsukoshi to Taichung Train Station .	[IN:GET_ESTIMATED_DURATION [SL:SOURCE [IN:GET_LOCATION [SL:POINT_ON_MAP 4 6 ] ] ] [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP 7 10 ] ] ] ]
Traffic updates for today	[IN:GET_INFO_TRAFFIC [SL:DATE_TIME 2 4 ] ]
Painting parties in Reno , Nevada	[IN:GET_EVENT [SL:CATEGORY_EVENT 0 2 ] [SL:LOCATION 3 6 ] ]
the fastest route home	[IN:GET_DIRECTIONS [SL:DESTINATION [IN:GET_LOCATION_HOME ] ] ]
Traffic alerts and updates	[IN:GET_INFO_TRAFFIC ]
when is locust groves christmas parade	[IN:GET_EVENT [SL:LOCATION 2 4 ] [SL:DATE_TIME 4 5 ] [SL:CATEGORY_EVENT 5 6 ] ]
Is the traffic heavy	[IN:GET_INFO_TRAFFIC ]
What 's happening in Baltimore tonight	[IN:GET_EVENT [SL:LOCATION 4 5 ] [SL:DATE_TIME 5 6 ] ]
Are any Ice Skating Shows scheduled for Philadelphia	[IN:GET_EVENT [SL:CATEGORY_EVENT 2 5 ] [SL:LOCATION 7 8 ] ]
How far is the nearest Hospital	[IN:GET_DISTANCE [SL:DESTINATION [IN:GET_LOCATION [SL:LOCATION_MODIFIER 4 5 ] [SL:CATEGORY_LOCATION 5 6 ] ] ] ]
Is traffic good or bad	[IN:GET_INFO_TRAFFIC ]
Where and when is the next Celine Deon concert	[IN:GET_EVENT [SL:ORDINAL 5 6 ] [SL:NAME_EVENT 6 8 ] [SL:CATEGORY_EVENT 8 9 ] ]
Free things to do in New York City this weekend	[IN:GET_EVENT [SL:ATTRIBUTE_EVENT 0 1 ] [SL:LOCATION 5 8 ] [SL:DATE_TIME 8 10 ] ]
How far is Phoenix from LA	[IN:GET_DISTANCE [SL:DESTINATION 3 4 ] [SL:SOURCE 5 6 ] ]
How is traffic in Las Vegas Boulevard ?	[IN:GET_INFO_TRAFFIC [SL:LOCATION 4 7 ] ]
Why isn't the freeway moving right now	[IN:GET_INFO_TRAFFIC [SL:LOCATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION 2 4 ] ] ] [SL:DATE_TIME 5 7 ] ]
How long will it take me to drive to New York from Flowood , MS	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL 7 8 ] [SL:DESTINATION 9 11 ] [SL:SOURCE 12 15 ] ]
is there a lighting ceremony next weekend in LA	[IN:GET_EVENT [SL:CATEGORY_EVENT 2 5 ] [SL:DATE_TIME 5 7 ] [SL:LOCATION 8 9 ] ]
How long will it take me to get from Main St from here if I leave now ?	[IN:GET_ESTIMATED_DURATION [SL:DESTINATION 9 11 ] [SL:SOURCE [IN:GET_LOCATION [SL:LOCATION_USER 12 13 ] ] ] [SL:DATE_TIME_DEPARTURE 16 17 ] ]
How is the traffic today in St . Paul	[IN:GET_INFO_TRAFFIC [SL:DATE_TIME 4 5 ] [SL:LOCATION 6 9 ] ]
give my a traffic a report please	[IN:GET_INFO_TRAFFIC ]
How long does it take to drive from Las Vegas to Chicago	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL 6 7 ] [SL:SOURCE 8 10 ] [SL:DESTINATION 11 12 ] ]
How is the I - 25 traffic north of Denver	[IN:GET_INFO_TRAFFIC [SL:LOCATION 3 6 ] [SL:LOCATION [IN:GET_LOCATION [SL:SEARCH_RADIUS 7 9 ] [SL:LOCATION 9 10 ] ] ] ]
Is the I65 to 465 exit open yet	[IN:GET_INFO_TRAFFIC [SL:LOCATION 1 6 ] ]
Are any rodeos going to be nearby this month	[IN:GET_EVENT [SL:CATEGORY_EVENT 2 3 ] [SL:LOCATION [IN:GET_LOCATION [SL:LOCATION_MODIFIER 6 7 ] ] ] [SL:DATE_TIME 7 9 ] ]
why is traffic so heavy	[IN:GET_INFO_TRAFFIC ]
Are there any bands at outside venues this weekend	[IN:GET_EVENT [SL:CATEGORY_EVENT 2 4 ] [SL:ATTRIBUTE_EVENT 5 6 ] [SL:DATE_TIME 7 9 ] ]
tomorrow at 9 in dayton	[IN:GET_EVENT [SL:DATE_TIME 0 3 ] [SL:LOCATION 4 5 ] ]
How is the traffic on Grand Central Parkway	[IN:GET_INFO_TRAFFIC [SL:LOCATION 5 8 ] ]
Family friendly concerts by Blake Shelton tomorrow	[IN:GET_EVENT [SL:ATTRIBUTE_EVENT 0 2 ] [SL:CATEGORY_EVENT 2 3 ] [SL:NAME_EVENT 4 6 ] [SL:DATE_TIME 6 7 ] ]
Are there any Easter Events for adults in the metro area	[IN:GET_EVENT [SL:DATE_TIME 3 4 ] [SL:ATTRIBUTE_EVENT 6 7 ] [SL:LOCATION 8 11 ] ]
What 's going on at the riverfront	[IN:GET_EVENT [SL:LOCATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION 5 7 ] ] ] ]
If I need to get to church by 10 on Sunday , what time should I leave my house ?	[IN:GET_ESTIMATED_DEPARTURE [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION 6 7 ] ] ] [SL:DATE_TIME_ARRIVAL 7 11 ] [SL:SOURCE [IN:GET_LOCATION_HOME [SL:CONTACT 17 18 ] ] ] ]
Are there any delays on my ride to physical therapy ?	[IN:GET_INFO_TRAFFIC [SL:DESTINATION [IN:GET_EVENT [SL:CATEGORY_EVENT 8 10 ] ] ] ]
What time will there be construction on 6 - 10	[IN:GET_INFO_TRAFFIC [SL:LOCATION 7 10 ] ]
How far is Vancouver from Seattle Washington	[IN:GET_DISTANCE [SL:DESTINATION 3 4 ] [SL:SOURCE 5 7 ] ]
is there another way go to my house	[IN:UPDATE_DIRECTIONS [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:CONTACT 6 7 ] ] ] ]
what dates are the state fair in ohio	[IN:GET_EVENT [SL:CATEGORY_EVENT 3 6 ] [SL:LOCATION 7 8 ] ]
Are there any craft fairs this weekend	[IN:GET_EVENT [SL:CATEGORY_EVENT 3 5 ] [SL:DATE_TIME 5 7 ] ]
Is there anything to do this Sunday	[IN:GET_EVENT [SL:DATE_TIME 5 7 ] ]
Is US 67 open yet	[IN:GET_INFO_TRAFFIC [SL:LOCATION 1 3 ] ]
How long will it take to walk to the grocery store	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL 6 7 ] [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION 8 11 ] ] ] ]
Is traffic heavy coming into New York City right now	[IN:GET_INFO_TRAFFIC [SL:DESTINATION 5 8 ] [SL:DATE_TIME 8 10 ] ]
Is the traffic bad on Hwy 34 in Newnan today	[IN:GET_INFO_TRAFFIC [SL:LOCATION [IN:GET_LOCATION [SL:LOCATION 5 7 ] [SL:LOCATION_MODIFIER 8 9 ] ] ] [SL:DATE_TIME 9 10 ] ]
Can I make it to the airport in an hour ?	[IN:GET_ESTIMATED_ARRIVAL [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION 5 7 ] ] ] [SL:DATE_TIME_ARRIVAL 7 10 ] ]
What time should tyler leave to make it from berry alabama to savannah ga by 6 pm Saturday	[IN:GET_ESTIMATED_DEPARTURE [SL:SOURCE 9 11 ] [SL:DESTINATION 12 14 ] [SL:DATE_TIME_ARRIVAL 14 18 ] ]
How is the drive to work today	[IN:GET_INFO_TRAFFIC [SL:METHOD_TRAVEL 3 4 ] [SL:DESTINATION [IN:GET_LOCATION_WORK ] ] [SL:DATE_TIME 6 7 ] ]
Is there anything happening in Charleston tomorrow	[IN:GET_EVENT [SL:LOCATION 5 6 ] [SL:DATE_TIME 6 7 ] ]
Festival of lights starts when tonight	[IN:GET_EVENT [SL:CATEGORY_EVENT 0 3 ] [SL:DATE_TIME 5 6 ] ]
If I leave now , what time will I arrive home	[IN:GET_ESTIMATED_ARRIVAL [SL:DATE_TIME_DEPARTURE 3 4 ] [SL:DESTINATION [IN:GET_LOCATION_HOME ] ] ]
If I fly into Orlando at 11 am , how long does it take to Disney World once I leave the airport ?	[IN:GET_ESTIMATED_DURATION [SL:DATE_TIME_DEPARTURE 5 8 ] [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP 15 17 ] ] ] [SL:SOURCE [IN:GET_LOCATION [SL:CATEGORY_LOCATION 20 22 ] ] ] ]
What is the traffic near home in Jericho	[IN:GET_INFO_TRAFFIC [SL:LOCATION [IN:GET_LOCATION [SL:SEARCH_RADIUS 4 5 ] [SL:LOCATION [IN:GET_LOCATION_HOME [SL:LOCATION_CURRENT 7 8 ] ] ] ] ] ]
Is there still construction on 76th in between South Boulder Road and Baseline	[IN:GET_INFO_TRAFFIC [SL:PATH 5 6 ] [SL:SOURCE 8 11 ] [SL:DESTINATION 12 13 ] ]
How long is it from my house to LA	[IN:GET_ESTIMATED_DURATION [SL:SOURCE [IN:GET_LOCATION_HOME [SL:CONTACT 5 6 ] ] ] [SL:DESTINATION 8 9 ] ]
Anything interesting happening in Venice today	[IN:GET_EVENT [SL:LOCATION 4 5 ] [SL:DATE_TIME 5 6 ] ]
How long is the drive to Memphis	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL 4 5 ] [SL:DESTINATION 6 7 ] ]
What are the road conditions in Detroit	[IN:GET_INFO_ROAD_CONDITION [SL:LOCATION 6 7 ] ]
places to go this weekend	[IN:GET_EVENT [SL:DATE_TIME 3 5 ] ]
Can I get to Bellevue by 11 : 00 with the current traffic conditions ?	[IN:GET_DIRECTIONS [SL:DESTINATION 4 5 ] [SL:DATE_TIME_ARRIVAL 5 9 ] ]
acrobat shows in OC this week	[IN:GET_EVENT [SL:CATEGORY_EVENT 0 2 ] [SL:LOCATION 3 4 ] [SL:DATE_TIME 4 6 ] ]
what is the traffic like near the football game	[IN:GET_INFO_TRAFFIC [SL:LOCATION [IN:GET_LOCATION [SL:SEARCH_RADIUS 5 6 ] [SL:LOCATION [IN:GET_EVENT [SL:CATEGORY_EVENT 6 9 ] ] ] ] ] ]
What is the traffic like on Broadway bridge	[IN:GET_INFO_TRAFFIC [SL:LOCATION [IN:GET_LOCATION [SL:POINT_ON_MAP 6 8 ] ] ] ]
How many miles from Orlando to Jacksonville	[IN:GET_DISTANCE [SL:UNIT_DISTANCE 2 3 ] [SL:SOURCE 4 5 ] [SL:DESTINATION 6 7 ] ]
traffic from here to Las vegas right now	[IN:GET_INFO_TRAFFIC [SL:SOURCE [IN:GET_LOCATION [SL:LOCATION_USER 2 3 ] ] ] [SL:DESTINATION 4 6 ] [SL:DATE_TIME 6 8 ] ]
How long is it going to take to get to work today	[IN:GET_ESTIMATED_DURATION [SL:DESTINATION [IN:GET_LOCATION_WORK ] ] [SL:DATE_TIME_DEPARTURE 11 12 ] ]
What does the traffic look like on the 101 Freeway	[IN:GET_INFO_TRAFFIC [SL:LOCATION 7 10 ] ]
Is there roadwork on 95 today	[IN:GET_INFO_TRAFFIC [SL:LOCATION 4 5 ] [SL:DATE_TIME 5 6 ] ]
festivals in St Augustine next weekend	[IN:GET_EVENT [SL:CATEGORY_EVENT 0 1 ] [SL:LOCATION 2 4 ] [SL:DATE_TIME 4 6 ] ]
What time should I arrive to Houston if I leave 9 am tomorrow morning ?	[IN:GET_ESTIMATED_ARRIVAL [SL:DESTINATION 6 7 ] [SL:DATE_TIME_DEPARTURE 10 14 ] ]
Are there any tattoo conventions happening in Phoenix this week	[IN:GET_EVENT [SL:CATEGORY_EVENT 3 5 ] [SL:LOCATION 7 8 ] [SL:DATE_TIME 8 10 ] ]
what is the traffic like in san francisco right now	[IN:GET_INFO_TRAFFIC [SL:LOCATION 6 8 ] [SL:DATE_TIME 8 10 ] ]
Any delays	[IN:GET_INFO_TRAFFIC ]
I need to be in Skokie by 10 : 00 am but need to stop for about an hour in Bannockburn first , when should I depart home ?	[IN:GET_ESTIMATED_DEPARTURE [SL:DESTINATION 5 6 ] [SL:DATE_TIME_ARRIVAL 6 11 ] [SL:WAYPOINT 20 21 ] [SL:SOURCE [IN:GET_LOCATION_HOME ] ] ]
What 's going on in New Orleans on February 7th	[IN:GET_EVENT [SL:LOCATION 5 7 ] [SL:DATE_TIME 7 10 ] ]
which way will be the fastest to get home	[IN:GET_DIRECTIONS [SL:DESTINATION [IN:GET_LOCATION_HOME ] ] ]
How many hours will it take for me to drive from Oakland to San Diego during morning rush hour ?	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL 9 10 ] [SL:SOURCE 11 12 ] [SL:DESTINATION 13 15 ] [SL:DATE_TIME 15 19 ] ]
any traffic on my route	[IN:GET_INFO_TRAFFIC ]
any traffic backup around the airport	[IN:GET_INFO_TRAFFIC [SL:LOCATION [IN:GET_LOCATION [SL:LOCATION_MODIFIER [IN:GET_LOCATION [SL:SEARCH_RADIUS 3 4 ] [SL:CATEGORY_LOCATION 4 6 ] ] ] ] ] ]
how long is the delay ahead ?	[IN:GET_INFO_TRAFFIC [SL:LOCATION [IN:GET_LOCATION [SL:LOCATION_MODIFIER 5 6 ] ] ] ]
I want to by pass any construction and I need to arrive in Winnetka before 7 : 00 pm , what time should I leave ?	[IN:GET_ESTIMATED_DEPARTURE [SL:OBSTRUCTION_AVOID 6 7 ] [SL:DESTINATION 13 14 ] [SL:DATE_TIME_ARRIVAL 14 19 ] ]
How long is the drive to JBLM	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL 4 5 ] [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP 6 7 ] ] ] ]
are there any roadside accidents on my route	[IN:GET_INFO_TRAFFIC ]
How Long will it take me to arrive to charolette from greenville	[IN:GET_ESTIMATED_DURATION [SL:DESTINATION 9 10 ] [SL:SOURCE 11 12 ] ]
Please tell me how long it will take to get to Crystal 's school if I leave now	[IN:GET_ESTIMATED_DURATION [SL:DESTINATION [IN:GET_LOCATION_SCHOOL [SL:CONTACT 11 12 ] ] ] [SL:DATE_TIME_DEPARTURE 17 18 ] ]
Taylor Swift concerts near me	[IN:GET_EVENT [SL:NAME_EVENT 0 2 ] [SL:CATEGORY_EVENT 2 3 ] [SL:LOCATION [IN:GET_LOCATION [SL:SEARCH_RADIUS 3 4 ] [SL:LOCATION_USER 4 5 ] ] ] ]
What are the most popular events in Milwaukee	[IN:GET_EVENT [SL:LOCATION 7 8 ] ]
how bad is traffic on the expressway	[IN:GET_INFO_TRAFFIC [SL:LOCATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION 5 7 ] ] ] ]
Are there any traffic events downtown savannah	[IN:GET_INFO_TRAFFIC [SL:LOCATION [IN:GET_LOCATION [SL:LOCATION_MODIFIER 5 6 ] [SL:LOCATION 6 7 ] ] ] ]
How long will it take to get through this traffic and my dinner appointment	[IN:GET_ESTIMATED_DURATION [SL:DESTINATION [IN:GET_EVENT [SL:ORGANIZER_EVENT 11 12 ] [SL:CATEGORY_EVENT 12 14 ] ] ] ]
is there traffic in chelsea	[IN:GET_INFO_TRAFFIC [SL:LOCATION 4 5 ] ]
how many miles is london to japan	[IN:GET_DISTANCE [SL:UNIT_DISTANCE 2 3 ] [SL:SOURCE 4 5 ] [SL:DESTINATION 6 7 ] ]
when is the next hockey game in pittsburg	[IN:GET_EVENT [SL:ORDINAL 3 4 ] [SL:CATEGORY_EVENT 4 6 ] [SL:LOCATION 7 8 ] ]
What is the drive time to San Jose from Portland for early morning .	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL 3 4 ] [SL:DESTINATION 6 8 ] [SL:SOURCE 9 10 ] [SL:DATE_TIME_DEPARTURE 11 13 ] ]
